3904,2058,221,319
4324,1876,224,339
1013,1374,302,230
493,1436,301,209
809,1054,373,203
586,1130,356,195
901,1007,387,205
918,970,400,203
1918,849,425,292
2315,853,415,333
2875,847,413,401
3083,852,403,425
2644,830,428,388
3576,982,332,427
3726,972,331,445
4023,1032,310,452
