--------------------------------
video path: /media/sajjad/1TDrive/TransPlan Project/TransplanDateSet/GX010069.MP4
frame# class# score x1 y1 x2 y2 
2 2 0.9033047556877136 1213.0891 478.87344 1276.0416 525.1478
2 2 0.8509505987167358 953.05457 466.38187 1011.4413 512.3975
2 2 0.8354973196983337 2029.672 470.17865 2102.08 510.56854
2 9 0.8169625997543335 702.9381 394.9953 721.3125 435.92773
2 2 0.7959598302841187 1647.0366 468.761 1776.1102 525.7034
2 2 0.7804156541824341 1040.3329 456.6962 1104.3086 496.59048
2 2 0.6810206174850464 2110.6646 458.446 2164.2122 488.32623
2 2 0.6220008134841919 856.8309 453.3593 905.402 485.2906
2 9 0.607940673828125 339.01648 426.48816 373.84274 498.14136
2 2 0.5746777057647705 2262.064 514.38416 2357.2156 576.7695
2 2 0.5614920258522034 898.81305 465.87704 930.4176 493.40842
2 2 0.5536021590232849 1011.3778 458.54785 1065.4266 495.61124
2 2 0.5217577815055847 2432.3652 739.6244 2695.232 987.2098
3 2 0.9919487237930298 918.2106 531.6584 1109.2411 604.82544
3 9 0.9746677875518799 2220.7524 383.8848 2239.3691 420.75687
3 2 0.965519368648529 303.96603 642.847 551.2198 749.7933
3 2 0.9623234272003174 2042.8297 539.56433 2154.7144 597.1686
3 9 0.9285322427749634 1983.2625 337.41205 1999.5721 384.2922
3 2 0.922890841960907 1213.4801 477.5594 1276.0559 525.2535
3 2 0.918919026851654 2399.3616 646.00024 2613.9863 746.42865
3 2 0.9184078574180603 1895.4532 469.21155 1983.5454 512.0626
3 2 0.8612073063850403 953.17755 466.28796 1011.4414 512.6514
3 2 0.8438475131988525 2050.994 471.5686 2104.1162 511.18967
3 9 0.8317286372184753 702.98016 394.93274 721.2729 435.89008
3 2 0.7860061526298523 1043.0178 456.80673 1103.9712 496.55273
3 2 0.7765873670578003 1646.8333 468.83936 1776.2529 525.6025
3 2 0.6843394637107849 2111.154 457.60388 2162.159 487.3362
3 2 0.6202759742736816 856.89014 453.30725 905.0446 485.362
3 9 0.6173940300941467 339.13544 426.67096 373.70935 498.22955
3 2 0.5699915885925293 2431.847 739.83826 2695.697 986.03015
3 2 0.5607338547706604 899.17944 465.7064 930.3451 493.06595
3 2 0.5482564568519592 1011.42694 458.32446 1065.3596 495.59937
3 2 0.5090789794921875 2268.0713 510.26602 2354.9946 582.0862
4 2 0.9929231405258179 919.96027 531.4506 1109.3569 605.4589
4 9 0.9765269756317139 2220.8572 383.75085 2239.365 420.529
4 2 0.974393367767334 2049.274 539.8666 2164.0764 598.95685
4 2 0.9650424122810364 313.6065 641.8755 551.9033 752.9403
4 2 0.9297351837158203 2399.3035 646.49677 2614.3518 746.38074
4 9 0.9283419251441956 1981.9124 336.7511 2000.0697 386.01138
4 2 0.9211791157722473 1896.5425 468.51572 1984.5671 511.66727
4 2 0.8879489898681641 1214.7823 476.91055 1274.8757 523.4725
4 2 0.8584623336791992 953.0722 466.518 1011.3969 512.4375
4 2 0.8497617840766907 2033.2576 470.76712 2101.9126 510.3026
4 9 0.8264589309692383 702.90137 395.0973 721.5149 436.11002
4 2 0.7853920459747314 1022.1792 455.74255 1101.6714 496.7052
4 2 0.7498626708984375 2108.6814 457.38397 2159.43 488.8602
4 2 0.7443476915359497 1647.3008 468.9498 1776.2274 526.2776
4 2 0.6266302466392517 858.03235 453.61014 905.4558 485.3125
4 2 0.6049612164497375 2431.2358 740.42053 2695.9749 985.2365
4 2 0.5993711352348328 2276.199 510.74112 2365.093 582.51215
4 9 0.5978417992591858 339.0393 426.47415 374.35706 498.43875
4 2 0.5656909942626953 899.10266 466.24545 930.7945 493.838
4 2 0.50957852602005 907.4928 460.90317 949.0284 495.34793
4 2 0.5027744174003601 892.6232 456.62766 922.03015 490.26785
5 2 0.9945888519287109 923.73834 530.12085 1116.8401 605.20135
5 9 0.9763803482055664 2220.855 383.73996 2239.3164 420.52756
5 2 0.9722437858581543 2051.6538 540.32776 2167.809 597.07794
5 9 0.9298567771911621 1981.8619 336.80878 2000.0848 386.02628
5 2 0.9295169711112976 2399.4822 646.4252 2614.1213 746.0944
5 2 0.9238419532775879 318.66663 639.2053 562.227 753.55664
5 2 0.9204335808753967 1896.4147 468.39017 1984.5273 511.75632
5 2 0.8976082801818848 1215.7737 477.15134 1275.1625 522.7302
5 9 0.8709027767181396 702.99786 394.88528 721.1443 436.3204
5 2 0.8700700998306274 953.4242 466.57477 1011.3721 512.54126
5 2 0.8456504344940186 2050.86 471.51086 2103.5168 511.18887
5 2 0.7978769540786743 1022.9323 455.77615 1101.6367 496.69714
5 2 0.7303309440612793 1647.644 467.76727 1778.4917 527.016
5 2 0.6947945356369019 2102.9658 454.7435 2157.3647 488.2125
5 2 0.6206193566322327 857.47687 453.53015 905.0007 485.33514
5 9 0.5936750769615173 338.9313 426.11395 373.8911 498.41003
5 2 0.5910614728927612 2431.1921 740.69806 2696.0632 985.42395
5 2 0.5711946487426758 2273.1584 512.01843 2365.2617 575.8525
5 2 0.5688469409942627 899.0949 466.29517 930.7597 493.81873
5 2 0.5051583051681519 907.71344 460.8122 949.19934 495.38452
6 2 0.9955912828445435 935.15015 530.512 1118.4198 603.3415
6 2 0.9752609729766846 2055.4187 539.75305 2172.2295 595.49725
6 9 0.9745099544525146 2220.8545 383.7469 2239.3723 420.49466
6 2 0.9455318450927734 319.8013 636.7553 563.4926 751.8306
6 2 0.9260070323944092 2398.7732 646.2062 2614.1953 746.32477
6 9 0.9253281950950623 1981.8514 336.87082 2000.1102 386.05057
6 2 0.9202210307121277 1896.5524 468.15375 1984.552 511.63904
6 2 0.9103160500526428 1215.5024 477.2787 1275.2405 522.4217
6 2 0.8691188097000122 953.4101 466.52625 1011.86285 512.43304
6 2 0.8687132000923157 2050.7263 471.7838 2102.5474 511.48508
6 9 0.8571586608886719 702.94086 394.78494 721.1145 436.24097
6 2 0.8139937520027161 1023.64984 455.7623 1101.873 496.86
6 2 0.7293701171875 1647.0743 467.6266 1778.5442 526.893
6 2 0.7188947796821594 2100.3015 454.009 2154.02 488.9899
6 2 0.6399939656257629 855.2215 453.52905 904.6367 485.30112
6 2 0.609217643737793 2431.6687 742.7873 2695.9104 982.5953
6 9 0.5985051989555359 338.9529 426.2487 373.98383 498.47684
6 2 0.5538914203643799 898.67413 466.36417 930.37463 493.85406
6 2 0.5299144387245178 2277.61 512.8081 2368.967 574.631
6 2 0.5123847723007202 907.21106 459.62558 947.16925 494.5096
7 2 0.9956086277961731 932.9734 530.0978 1120.1051 603.4638
7 9 0.9771026372909546 2220.9326 383.73157 2239.5703 420.4716
7 2 0.9690543413162231 2063.6716 540.01746 2174.382 594.30994
7 2 0.9506240487098694 321.04807 632.7035 569.3949 748.7053
7 2 0.9268218278884888 2398.74 646.31213 2614.3909 746.2534
7 9 0.9225665330886841 1981.8602 336.68286 2000.1224 385.89444
7 2 0.9162368178367615 1216.2848 476.92477 1275.6514 521.5827
7 2 0.9144266247749329 1897.5939 467.43396 1983.1633 510.67996
7 2 0.8725633025169373 2050.6206 471.64783 2102.5967 511.11285
7 2 0.8652476668357849 953.4114 466.6781 1011.66956 512.1769
7 9 0.8591111898422241 703.24994 394.79578 721.02295 436.31754
7 2 0.7997535467147827 1023.3766 455.71786 1101.7147 496.7886
7 2 0.7237440943717957 1646.8069 467.60825 1778.535 526.90015
7 2 0.7129937410354614 2102.9124 455.50558 2154.0806 487.48666
7 2 0.6334434747695923 855.28424 453.55264 904.4072 485.26614
7 2 0.6077336072921753 2431.86 742.2645 2695.5793 983.0379
7 9 0.5945015549659729 338.98282 426.29468 374.33496 498.48648
7 2 0.5659067630767822 2283.036 511.586 2367.4783 574.68384
7 2 0.5450454354286194 898.7268 466.36246 930.4133 493.8779
7 2 0.5242817997932434 907.5299 459.59552 947.388 494.41928
8 2 0.9960126876831055 932.0776 527.79724 1125.1552 603.0003
8 2 0.9875784516334534 2067.6243 539.18945 2183.525 596.2506
8 9 0.9766719341278076 2221.0498 383.6352 2239.7085 420.5352
8 2 0.9632847309112549 324.79208 634.1563 569.1274 749.2268
8 9 0.9287489056587219 1981.8087 336.4992 2000.1459 385.89783
8 2 0.9191890954971313 2398.474 646.1404 2615.479 746.5378
8 2 0.9167908430099487 1897.479 467.72806 1983.3392 510.70044
8 2 0.8990103602409363 1216.047 476.19492 1275.1919 522.5494
8 2 0.8964788317680359 2050.6797 471.63116 2102.9429 510.72662
8 2 0.861545741558075 954.1373 467.2263 1011.01917 512.4062
8 9 0.8578812479972839 703.01 394.75955 721.2649 436.27164
8 2 0.8131705522537231 1040.3835 457.2004 1103.8143 496.8612
8 2 0.7288461923599243 1646.4689 468.11932 1778.1289 526.8373
8 2 0.7272536158561707 2101.302 454.5678 2150.56 486.8784
8 2 0.6980142593383789 2285.6345 512.90247 2368.884 573.7104
8 2 0.6089090704917908 2432.324 741.5276 2696.2668 980.0935
8 2 0.6023809313774109 855.3242 453.7296 904.968 485.32367
8 2 0.5389460325241089 898.5987 466.9505 929.9795 494.02094
9 2 0.9956684112548828 940.874 527.8075 1128.5912 601.2711
9 2 0.9911688566207886 2072.1042 539.1831 2183.6973 596.915
9 9 0.9755780100822449 2221.028 383.6253 2239.7012 420.53833
9 2 0.9576762318611145 325.93536 635.7333 573.14166 747.1724
9 9 0.9310184121131897 1981.8176 336.67645 2000.1066 385.88196
9 2 0.919144868850708 2398.3833 646.1301 2615.2913 746.6254
9 2 0.9155009388923645 1897.5492 467.79626 1983.325 510.65994
9 2 0.9151440858840942 1216.0096 476.29968 1274.483 522.4698
9 2 0.9060695171356201 2050.7278 471.4944 2103.0364 510.63388
9 2 0.8626335859298706 953.81775 467.0467 1011.24036 512.3397
9 9 0.8555452227592468 703.01697 394.7877 721.18646 436.1713
9 2 0.8190022110939026 1038.0775 456.95496 1104.1227 496.98767
9 2 0.742150068283081 1646.8513 468.05026 1778.2135 526.8154
9 2 0.6986953616142273 2285.3574 513.03265 2370.989 573.2528
9 2 0.6217687129974365 2100.7917 454.2998 2148.2124 486.935
9 2 0.607986569404602 846.64355 454.67764 898.0086 483.75882
9 2 0.5919215679168701 2432.0396 742.05786 2696.7798 978.2306
9 2 0.5487257838249207 898.4703 466.83896 929.8467 493.88876
9 2 0.5092945098876953 842.0841 455.25778 873.37476 477.29996
10 2 0.9962134957313538 940.3608 527.56683 1127.2196 602.9579
10 9 0.9722080826759338 2220.9297 383.6469 2239.7485 420.9123
10 2 0.9500806331634521 337.3996 637.9793 579.155 747.5011
10 2 0.9486716389656067 2077.3958 541.1672 2185.5186 595.0273
10 9 0.931219756603241 1981.8319 336.85278 2000.1282 386.11356
10 2 0.9206993579864502 1216.0109 476.06625 1275.2078 522.1923
10 2 0.9183102250099182 2398.154 646.46674 2615.2532 746.40704
10 2 0.9158148765563965 1897.4728 467.81946 1983.5054 510.6129
10 2 0.901310920715332 2050.4924 471.1721 2103.05 510.50128
10 2 0.8628026247024536 953.7333 466.9918 1011.2419 512.35767
10 9 0.8504856824874878 703.0267 394.7334 721.1978 436.20813
10 2 0.8230341672897339 1026.0526 455.77286 1104.0658 496.98752
10 2 0.745051920413971 1646.8036 468.12616 1778.0864 526.842
10 2 0.631138801574707 855.4959 453.94113 904.23334 485.44186
10 2 0.6000059843063354 1156.252 474.20306 1272.6794 523.7593
10 2 0.5710054636001587 2288.9883 513.3595 2376.8408 571.3513
10 2 0.5383397340774536 898.6786 466.66974 929.8105 493.32996
10 2 0.5265213251113892 1988.6617 473.9454 2051.4426 511.09103
10 2 0.5143285989761353 2431.7993 741.6766 2697.6873 978.84766
10 2 0.5095695853233337 842.6579 456.5741 880.9355 480.30014
11 2 0.9969797134399414 942.2834 527.41724 1130.8619 598.08453
11 2 0.9732564091682434 2080.8342 540.9855 2191.6658 594.44916
11 9 0.972745418548584 2221.0295 383.68832 2239.6753 420.48236
11 2 0.9524308443069458 340.6524 628.3984 592.0013 747.29596
11 9 0.9299128651618958 1981.9236 336.66827 2000.1853 385.96835
11 2 0.9220433235168457 2398.211 646.70087 2614.7664 746.109
11 2 0.9152212738990784 1897.1675 467.79608 1983.7692 510.78998
11 2 0.9027018547058105 2049.687 471.32996 2103.5962 510.57248
11 2 0.8861355185508728 1216.0499 475.53122 1274.7139 521.094
11 2 0.879838764667511 954.5873 467.76523 1011.649 512.817
11 9 0.8506094217300415 703.27484 395.03964 720.81305 436.14355
11 2 0.8018839955329895 1027.5791 455.94852 1103.3679 496.88892
11 2 0.7362210154533386 1647.5741 468.26926 1777.8062 526.55756
11 9 0.6312246322631836 338.84296 426.7188 372.7772 498.79358
11 2 0.6088423728942871 846.3022 455.14188 897.79706 483.70966
11 2 0.534416913986206 898.1871 467.16904 929.90393 493.8348
11 2 0.507497251033783 2431.1687 741.25543 2697.69 978.5846
12 2 0.9952221512794495 942.5021 527.22504 1129.5388 597.2273
12 9 0.9720293879508972 2220.9739 383.7665 2239.6504 421.03336
12 2 0.9684163928031921 342.29855 628.5426 588.2889 746.36444
12 2 0.9517284631729126 2088.162 543.75507 2197.5261 593.32434
12 9 0.9290048480033875 1981.9385 336.80273 2000.2524 386.14883
12 2 0.9176793694496155 1896.8549 468.0958 1985.219 511.77048
12 2 0.9175300002098083 2398.0547 646.76447 2615.4321 746.5573
12 2 0.9052658677101135 2044.5422 470.3909 2103.6711 509.99634
12 2 0.900809109210968 954.266 466.95114 1011.0603 512.6289
12 9 0.8210769295692444 703.1516 394.87042 721.02844 435.75513
12 2 0.8150068521499634 1216.459 475.01328 1274.2786 520.93384
12 2 0.7867614030838013 1026.2073 455.87643 1104.7659 496.92667
12 2 0.7563780546188354 1646.2919 468.14105 1777.8448 526.8905
12 2 0.70509934425354 1154.7382 473.605 1272.4846 522.98895
12 2 0.5985690951347351 846.5422 454.763 897.87537 483.97815
12 2 0.5613293051719666 931.5789 462.73264 970.1414 501.33298
12 9 0.5595020055770874 338.0953 425.61206 369.18137 494.89746
12 2 0.5514642596244812 898.5897 466.9521 930.23425 494.02817
12 2 0.5079936981201172 842.7909 458.68823 872.4605 477.8073
12 2 0.5049185752868652 908.10376 460.45493 947.6123 494.53802
12 2 0.5017910003662109 865.54584 456.0793 912.59924 482.15875
13 2 0.9942446351051331 944.60657 526.6107 1134.2965 596.488
13 2 0.9744530320167542 2092.301 544.3836 2202.062 592.8694
13 9 0.9718106389045715 2220.9597 383.8109 2239.615 421.06113
13 2 0.9482214450836182 344.55954 633.3877 585.8822 745.8148
13 9 0.9318246841430664 1981.9061 336.75424 2000.2574 386.16028
13 2 0.916060745716095 1897.256 468.0371 1985.3163 511.8761
13 2 0.9155146479606628 2398.6868 647.0919 2615.1487 746.57513
13 2 0.9003981351852417 954.5883 467.19626 1011.00415 512.6795
13 2 0.8924704194068909 2041.8298 470.21365 2102.6912 510.03702
13 9 0.8226845860481262 703.1573 394.86844 721.0673 435.76303
13 2 0.7874146699905396 1026.6271 455.8978 1104.7308 496.93375
13 2 0.7732582688331604 1216.0103 475.0465 1275.095 520.5608
13 2 0.7471644282341003 1646.2218 468.19183 1777.7552 526.8345
13 2 0.596022367477417 846.56793 454.81107 897.7661 483.85727
13 2 0.5692496299743652 1158.2084 472.16983 1273.8633 522.7031
13 2 0.5605642199516296 931.51166 462.86646 969.8505 501.39487
13 2 0.5462021827697754 898.6693 467.14862 930.26245 494.20383
13 9 0.5430140495300293 337.8813 425.38605 369.36484 494.9803
13 2 0.5000927448272705 865.64935 456.12994 912.6614 482.12778
14 2 0.9948146939277649 949.6487 526.21277 1136.435 597.76984
14 9 0.9714061617851257 2220.9827 383.80658 2239.629 421.0315
14 2 0.9405903220176697 350.23428 634.76886 584.6643 745.1198
14 2 0.9399623870849609 2095.6003 543.2945 2202.6526 591.2717
14 9 0.9324567914009094 1981.9257 336.70102 2000.2473 386.15155
14 2 0.911713182926178 1897.8344 467.63535 1983.8842 510.8046
14 2 0.9049296379089355 2397.261 646.8378 2614.7302 746.57874
14 2 0.903393030166626 954.78217 467.0862 1011.05194 512.6631
14 2 0.8640143275260925 2034.1447 469.64105 2101.0461 510.98807
14 9 0.8602538704872131 703.4493 394.71054 720.9158 436.249
14 2 0.7757347822189331 1027.006 455.90628 1104.0377 496.6894
14 2 0.7546453475952148 1185.7375 473.87143 1275.5404 520.8263
14 2 0.7541792988777161 1647.698 468.29437 1778.4158 526.70667
14 2 0.6264584064483643 845.69556 454.68625 898.3195 483.65912
14 2 0.5634121298789978 931.6681 463.44232 969.67456 502.906
14 9 0.5564893484115601 337.9094 425.55923 369.25174 495.01706
14 2 0.5429121851921082 898.7054 467.19714 930.4589 494.26645
15 2 0.993894636631012 950.1405 526.2274 1138.4113 596.5621
15 9 0.9711889028549194 2220.9875 383.81738 2239.6147 421.02698
15 2 0.9508695006370544 2100.0923 542.62646 2207.5264 590.1903
15 2 0.9337763786315918 353.36823 635.0716 585.99634 743.5617
15 9 0.9294881224632263 1981.9241 336.66943 2000.2526 386.15912
15 2 0.9113144874572754 2397.287 646.8253 2614.367 746.61865
15 2 0.9083700776100159 1897.9265 467.6336 1983.9021 510.80673
15 2 0.9035243391990662 954.63336 467.0146 1011.13855 512.70105
15 9 0.8600872159004211 703.45825 394.7155 720.91345 436.25073
15 2 0.8268635272979736 2034.3711 468.91852 2101.2214 511.40475
15 2 0.780893087387085 1217.0629 474.56308 1276.266 520.0128
15 2 0.7717994451522827 1026.724 455.9456 1103.8036 496.73874
15 2 0.7556154727935791 1647.6896 468.2967 1778.3995 526.7126
15 2 0.7441340684890747 1156.6538 473.97476 1274.9342 521.45703
15 2 0.6156567931175232 845.72064 454.75992 897.99316 483.5575
15 2 0.5649552941322327 931.7567 463.43304 969.58673 503.01254
15 2 0.559053361415863 899.1329 467.32748 930.653 494.40955
15 9 0.5546872615814209 337.84308 425.51718 369.3172 495.03784
15 2 0.5303224921226501 908.8163 461.47842 949.27515 494.7743
16 2 0.9931879043579102 952.29083 526.02515 1143.7781 592.2991
16 9 0.9697773456573486 2220.9502 383.76697 2239.5903 421.0626
16 2 0.9521509408950806 2106.0798 541.1796 2212.131 590.99097
16 2 0.9398858547210693 356.0925 634.69666 588.1761 741.514
16 9 0.9269475340843201 1981.8376 336.57742 2000.3057 386.12427
16 2 0.9143573641777039 2398.24 646.5079 2615.4907 746.8485
16 2 0.9065737724304199 954.55255 466.80377 1011.42633 512.8267
16 2 0.8996309638023376 1897.7823 467.63672 1983.9791 510.7362
16 9 0.8676207661628723 703.31433 394.65375 720.95374 436.28577
16 2 0.7838998436927795 1218.585 474.29007 1275.7297 519.18335
16 2 0.7827038168907166 1049.0773 458.21133 1104.778 496.313
16 2 0.7311248183250427 1646.4707 468.324 1777.6547 526.68756
16 2 0.6913217902183533 2038.3088 468.30124 2101.4653 511.56735
16 2 0.6447325944900513 1157.3794 473.52792 1275.0538 520.7768
16 2 0.6429870128631592 845.3678 455.01868 896.2976 483.9659
16 2 0.5679536461830139 931.85516 463.18167 969.74176 503.21213
16 2 0.551356852054596 898.6171 467.22714 930.4366 494.59018
16 2 0.5235061645507812 2430.9414 742.98975 2696.8972 980.2429
16 9 0.5166512727737427 337.54208 425.10434 369.7981 495.10495
17 2 0.9915732741355896 953.7169 525.2102 1146.704 591.8235
17 2 0.9740236401557922 2110.7178 540.99194 2219.342 592.66895
17 9 0.9707192182540894 2220.9348 383.797 2239.6182 421.11737
17 9 0.9341989755630493 1981.8818 336.65063 2000.2577 386.09708
17 2 0.9292005300521851 359.8509 634.4552 593.35364 739.7533
17 2 0.9127435684204102 2398.604 646.7037 2615.544 746.7489
17 2 0.9049521684646606 954.83466 467.25482 1011.4356 512.9152
17 2 0.9003527164459229 1897.936 467.96594 1985.3007 511.88556
17 9 0.8218908905982971 703.2024 394.8083 721.185 436.15643
17 2 0.8035426735877991 1220.1488 474.0754 1275.3407 518.59326
17 2 0.79230135679245 1027.8235 455.7641 1103.0605 496.34662
17 2 0.7056970596313477 1646.2618 468.32053 1777.4 526.6977
17 2 0.6493749618530273 845.1948 455.1081 896.22266 483.9285
17 2 0.6064988374710083 1170.1873 472.4242 1274.463 520.47906
17 2 0.588183581829071 2048.7114 468.7448 2104.6804 511.207
17 2 0.5746715664863586 931.8688 463.4113 969.0812 503.03134
17 2 0.5558308959007263 898.7112 467.238 930.4949 494.4884
17 2 0.5258810520172119 2431.0276 742.5186 2696.3245 982.2228
17 2 0.5237986445426941 908.9385 461.43137 949.7364 494.92
18 2 0.9916542768478394 956.9434 524.61 1149.5634 590.05597
18 9 0.9702011942863464 2220.93 383.81647 2239.6724 421.07428
18 2 0.9647250175476074 2115.097 540.7677 2217.538 592.0273
18 9 0.9323642253875732 1981.8967 336.62582 2000.1462 386.0439
18 2 0.9227789640426636 2398.96 646.88293 2615.268 746.91486
18 2 0.9070407152175903 1897.1263 467.83765 1984.9717 511.8101
18 2 0.9001287817955017 954.61005 467.79984 1010.9821 513.1006
18 2 0.8875929117202759 360.72937 630.6703 595.8938 738.51117
18 2 0.8704555630683899 1220.0636 474.18204 1276.2087 518.02185
18 9 0.8552538752555847 703.65265 394.73895 720.79254 436.33575
18 2 0.7806730270385742 1028.3083 455.89413 1102.1742 496.60034
18 2 0.717781662940979 1646.3701 467.97742 1777.7297 526.926
18 2 0.6722322702407837 1159.0643 473.88623 1276.2964 519.50525
18 2 0.6425821781158447 2047.654 467.6281 2103.48 511.00208
18 2 0.6187736392021179 844.8605 455.1632 894.88416 483.85056
18 2 0.5592579245567322 931.9874 464.0686 968.74225 503.25116
18 2 0.54993736743927 898.14667 467.63162 930.0759 494.5714
18 2 0.5272505283355713 2431.1328 742.6792 2696.5085 980.43463
19 2 0.9934604167938232 965.6193 524.0174 1152.2184 588.6351
19 9 0.9699267148971558 2220.9646 383.7862 2239.669 421.0478
19 2 0.9561284184455872 2116.3367 541.35913 2219.7266 591.22235
19 2 0.9333688616752625 2398.1072 647.50507 2615.2053 747.0734
19 9 0.9272816777229309 1981.8868 336.48758 2000.15 386.07187
19 2 0.9202924370765686 1895.1587 469.38757 1983.8406 512.04767
19 2 0.9024115204811096 954.2405 467.26724 1011.31616 512.918
19 9 0.8586797118186951 703.33215 394.6295 720.8858 436.3684
19 2 0.8579680323600769 359.17984 630.1179 601.30096 737.5949
19 2 0.8574724793434143 1220.0547 473.90854 1276.333 517.798
19 2 0.8177886605262756 1029.6013 455.65796 1102.3615 496.4252
19 2 0.6997464299201965 1646.4266 468.49634 1777.4237 526.4765
19 2 0.6606199741363525 2055.3398 465.64752 2104.395 509.43414
19 2 0.6590085625648499 1159.0848 473.066 1276.3285 519.1888
19 2 0.6176323294639587 844.4356 454.9327 894.39105 483.94217
19 2 0.5848164558410645 2430.9653 742.55396 2696.3083 980.2607
19 2 0.5494036674499512 1013.2782 458.65106 1065.8372 495.6315
19 2 0.5028387904167175 890.8736 456.7811 922.26904 490.5235
19 2 0.5003493428230286 898.3219 467.90207 930.54706 494.741
20 2 0.9956786036491394 978.7472 521.9365 1154.5958 587.7203
20 9 0.969601035118103 2220.957 383.8322 2239.5984 420.96973
20 9 0.9322090148925781 1981.8347 336.44794 2000.1993 386.05698
20 2 0.9260917901992798 1895.175 469.40765 1983.7029 511.93924
20 2 0.9187602400779724 2397.9426 647.76733 2615.3337 746.9608
20 2 0.9167494773864746 2122.937 538.338 2222.045 589.0848
20 2 0.9030876755714417 953.7963 467.0865 1011.053 512.96747
20 2 0.8929021954536438 361.3203 621.15454 605.2674 739.2292
20 9 0.8765923380851746 703.33704 394.66562 720.84814 436.10663
20 2 0.864952802658081 1220.3833 473.78375 1276.9238 517.72064
20 2 0.8199490308761597 1032.8535 455.72757 1101.9034 495.99716
20 2 0.6889532804489136 1646.2838 468.3961 1776.9645 526.5671
20 2 0.6135565042495728 843.3804 455.1166 893.76044 483.7206
20 2 0.6088165640830994 1159.6616 472.87183 1276.5217 519.065
20 2 0.5912643671035767 2052.682 464.34982 2105.7356 509.37793
20 2 0.5301460027694702 928.5586 465.50104 961.2091 502.59592
20 2 0.5169137716293335 1012.9049 458.73026 1064.665 495.58472
20 2 0.5143297910690308 2430.7405 742.66583 2696.8503 977.8567
21 2 0.9960098266601562 973.0238 521.11847 1151.8103 587.6828
21 9 0.9698206186294556 2220.9575 383.83115 2239.5947 421.01257
21 9 0.9315926432609558 1981.8307 336.41736 2000.183 386.0395
21 2 0.9235621690750122 2124.8757 538.1937 2225.5833 587.20593
21 2 0.9204962253570557 2398.3347 647.8315 2615.5554 746.8515
21 2 0.9171203374862671 366.23734 623.0188 606.36066 736.9583
